unique_video_id,split,status,length
train_asd_Subj_10_part_114,train,ok,30
train_asd_Subj_10_part_115,train,ok,30
train_asd_Subj_10_part_116,train,ok,30
train_asd_Subj_10_part_117,train,ok,30
train_asd_Subj_10_part_118,train,ok,30
train_asd_Subj_10_part_119,train,ok,30
train_asd_Subj_10_part_12,train,ok,30
train_asd_Subj_10_part_120,train,ok,30
train_asd_Subj_10_part_121,train,ok,30
train_asd_Subj_10_part_13,train,ok,30
train_asd_Subj_10_part_14,train,ok,30
train_asd_Subj_10_part_15,train,ok,30
train_asd_Subj_10_part_16,train,ok,30
train_td_Subj_1_part_1,train,ok,30
train_td_Subj_1_part_10,train,ok,30
train_td_Subj_1_part_100,train,ok,30
train_td_Subj_1_part_101,train,ok,30
train_td_Subj_1_part_102,train,ok,30
train_td_Subj_1_part_103,train,ok,30
train_td_Subj_1_part_104,train,ok,30
train_td_Subj_1_part_105,train,ok,30
train_td_Subj_1_part_106,train,ok,30
train_td_Subj_1_part_107,train,ok,30
train_td_Subj_1_part_108,train,ok,30
train_td_Subj_1_part_109,train,ok,30
train_td_Subj_1_part_11,train,ok,30
train_td_Subj_1_part_110,train,ok,30
train_td_Subj_1_part_111,train,ok,30
train_td_Subj_1_part_112,train,ok,30
train_td_Subj_1_part_113,train,ok,30
train_td_Subj_1_part_114,train,ok,30
train_td_Subj_1_part_115,train,ok,30
train_td_Subj_1_part_116,train,ok,30
train_td_Subj_1_part_117,train,ok,30
train_td_Subj_1_part_118,train,ok,30
train_td_Subj_1_part_119,train,ok,30
train_td_Subj_1_part_12,train,ok,30
train_td_Subj_1_part_120,train,ok,30
train_td_Subj_1_part_121,train,ok,30
train_td_Subj_1_part_13,train,ok,30
train_td_Subj_1_part_14,train,ok,30
train_td_Subj_1_part_15,train,ok,30
train_td_Subj_1_part_16,train,ok,30
train_td_Subj_10_part_1,train,ok,30
train_td_Subj_10_part_10,train,ok,30
train_td_Subj_10_part_100,train,ok,30
train_td_Subj_10_part_101,train,ok,30
train_td_Subj_10_part_102,train,ok,30
train_td_Subj_10_part_103,train,ok,30
train_td_Subj_10_part_104,train,ok,30
train_td_Subj_10_part_105,train,ok,30
train_td_Subj_10_part_106,train,ok,30
train_td_Subj_10_part_107,train,ok,30
train_td_Subj_10_part_108,train,ok,30
train_td_Subj_10_part_109,train,ok,30
train_td_Subj_10_part_11,train,ok,30
train_td_Subj_10_part_110,train,ok,30
train_td_Subj_10_part_111,train,ok,30
train_td_Subj_10_part_112,train,ok,30
train_td_Subj_10_part_113,train,ok,30
train_td_Subj_10_part_114,train,ok,30
train_td_Subj_10_part_115,train,ok,30
train_td_Subj_10_part_116,train,ok,30
train_td_Subj_10_part_117,train,ok,30
train_td_Subj_10_part_118,train,ok,30
train_td_Subj_10_part_119,train,ok,30
train_td_Subj_10_part_12,train,ok,30
train_td_Subj_10_part_120,train,ok,30
train_td_Subj_10_part_121,train,ok,30
train_td_Subj_10_part_13,train,ok,30
train_td_Subj_10_part_14,train,ok,30
train_td_Subj_10_part_15,train,ok,30
train_td_Subj_10_part_16,train,ok,30
test_asd_Subj_100_part_1,test,ok,30
test_asd_Subj_100_part_10,test,ok,30
test_asd_Subj_100_part_100,test,ok,30
test_asd_Subj_100_part_101,test,ok,30
test_asd_Subj_100_part_102,test,ok,30
test_asd_Subj_100_part_103,test,ok,30
test_asd_Subj_100_part_104,test,ok,30
test_asd_Subj_100_part_105,test,ok,30
test_asd_Subj_100_part_106,test,ok,30
test_asd_Subj_100_part_107,test,ok,30
test_asd_Subj_100_part_108,test,ok,30
test_asd_Subj_100_part_109,test,ok,30
test_asd_Subj_100_part_11,test,ok,30
test_asd_Subj_100_part_110,test,ok,30
test_asd_Subj_100_part_111,test,ok,30
test_asd_Subj_100_part_112,test,ok,30
test_asd_Subj_100_part_113,test,ok,30
test_asd_Subj_100_part_114,test,ok,30
test_asd_Subj_100_part_115,test,ok,30
test_asd_Subj_100_part_116,test,ok,30
test_asd_Subj_100_part_117,test,ok,30
test_asd_Subj_100_part_118,test,ok,30
test_asd_Subj_100_part_119,test,ok,30
test_asd_Subj_100_part_12,test,ok,30
test_asd_Subj_100_part_120,test,ok,30
test_asd_Subj_100_part_121,test,ok,30
test_asd_Subj_100_part_13,test,ok,30
test_asd_Subj_100_part_14,test,ok,30
test_asd_Subj_100_part_15,test,ok,30
test_asd_Subj_100_part_16,test,ok,30
test_asd_Subj_101_part_1,test,ok,30
test_asd_Subj_101_part_10,test,ok,30
test_asd_Subj_101_part_100,test,ok,30
test_asd_Subj_101_part_101,test,ok,30
test_asd_Subj_101_part_102,test,ok,30
test_asd_Subj_101_part_103,test,ok,30
test_asd_Subj_101_part_104,test,ok,30
test_asd_Subj_101_part_105,test,ok,30
test_asd_Subj_101_part_106,test,ok,30
test_asd_Subj_101_part_107,test,ok,30
test_asd_Subj_101_part_108,test,ok,30
test_asd_Subj_101_part_109,test,ok,30
test_asd_Subj_101_part_11,test,ok,30
test_asd_Subj_101_part_110,test,ok,30
test_asd_Subj_101_part_111,test,ok,30
test_asd_Subj_101_part_112,test,ok,30
test_asd_Subj_101_part_113,test,ok,30
test_asd_Subj_101_part_114,test,ok,30
test_asd_Subj_101_part_115,test,ok,30
test_asd_Subj_101_part_116,test,ok,30
test_asd_Subj_101_part_117,test,ok,30
test_asd_Subj_101_part_118,test,ok,30
test_asd_Subj_101_part_119,test,ok,30
test_asd_Subj_101_part_12,test,ok,30
test_asd_Subj_101_part_120,test,ok,30
test_asd_Subj_101_part_121,test,ok,30
test_asd_Subj_101_part_13,test,ok,30
test_asd_Subj_101_part_14,test,ok,30
test_asd_Subj_101_part_15,test,ok,30
test_asd_Subj_101_part_16,test,ok,30
test_td_Subj_121_part_1,test,ok,30
test_td_Subj_121_part_10,test,ok,30
test_td_Subj_121_part_100,test,ok,30
test_td_Subj_121_part_101,test,ok,30
test_td_Subj_121_part_102,test,ok,30
test_td_Subj_121_part_103,test,ok,30
test_td_Subj_121_part_104,test,ok,30
test_td_Subj_121_part_105,test,ok,30
test_td_Subj_121_part_106,test,ok,30
test_td_Subj_121_part_107,test,ok,30
test_td_Subj_121_part_108,test,ok,30
test_td_Subj_121_part_109,test,ok,30
test_td_Subj_121_part_11,test,ok,30
test_td_Subj_121_part_110,test,ok,30
test_td_Subj_121_part_111,test,ok,30
test_td_Subj_121_part_112,test,ok,30
test_td_Subj_121_part_113,test,ok,30
test_td_Subj_121_part_114,test,ok,30
test_td_Subj_121_part_115,test,ok,30
test_td_Subj_121_part_116,test,ok,30
test_td_Subj_121_part_117,test,ok,30
test_td_Subj_121_part_118,test,ok,30
test_td_Subj_121_part_119,test,ok,30
test_td_Subj_121_part_12,test,ok,30
test_td_Subj_121_part_120,test,ok,30
test_td_Subj_121_part_121,test,ok,30
test_td_Subj_121_part_13,test,ok,30
test_td_Subj_121_part_14,test,ok,30
test_td_Subj_121_part_15,test,ok,30
test_td_Subj_121_part_16,test,ok,30
test_td_Subj_122_part_1,test,ok,30
test_td_Subj_122_part_10,test,ok,30
test_td_Subj_122_part_100,test,ok,30
test_td_Subj_122_part_101,test,ok,30
test_td_Subj_122_part_102,test,ok,30
test_td_Subj_122_part_103,test,ok,30
test_td_Subj_122_part_104,test,ok,30
test_td_Subj_122_part_105,test,ok,30
test_td_Subj_122_part_106,test,ok,30
test_td_Subj_122_part_107,test,ok,30
test_td_Subj_122_part_108,test,ok,30
test_td_Subj_122_part_109,test,ok,30
test_td_Subj_122_part_11,test,ok,30
test_td_Subj_122_part_110,test,ok,30
test_td_Subj_122_part_111,test,ok,30
test_td_Subj_122_part_112,test,ok,30
test_td_Subj_122_part_113,test,ok,30
test_td_Subj_122_part_114,test,ok,30
test_td_Subj_122_part_115,test,ok,30
test_td_Subj_122_part_116,test,ok,30
test_td_Subj_122_part_117,test,ok,30
test_td_Subj_122_part_118,test,ok,30
test_td_Subj_122_part_119,test,ok,30
test_td_Subj_122_part_12,test,ok,30
test_td_Subj_122_part_120,test,ok,30
test_td_Subj_122_part_121,test,ok,30
test_td_Subj_122_part_13,test,ok,30
test_td_Subj_122_part_14,test,ok,30
test_td_Subj_122_part_15,test,ok,30
test_td_Subj_122_part_16,test,ok,30
