unique_video_id,split,status,length
train_asd_Subj_11_part_105,train,ok,30
train_asd_Subj_11_part_106,train,ok,30
train_asd_Subj_11_part_107,train,ok,30
train_asd_Subj_11_part_108,train,ok,30
train_asd_Subj_11_part_109,train,ok,30
train_asd_Subj_11_part_11,train,ok,30
train_asd_Subj_11_part_110,train,ok,30
train_asd_Subj_11_part_111,train,ok,30
train_asd_Subj_11_part_112,train,ok,30
train_asd_Subj_11_part_113,train,ok,30
train_asd_Subj_11_part_114,train,ok,30
train_asd_Subj_11_part_115,train,ok,30
train_asd_Subj_11_part_116,train,ok,30
train_asd_Subj_12_part_1,train,ok,30
train_asd_Subj_12_part_10,train,ok,30
train_asd_Subj_12_part_100,train,ok,30
train_asd_Subj_12_part_101,train,ok,30
train_asd_Subj_12_part_102,train,ok,30
train_asd_Subj_12_part_103,train,ok,30
train_asd_Subj_12_part_104,train,ok,30
train_asd_Subj_12_part_105,train,ok,30
train_asd_Subj_12_part_106,train,ok,30
train_asd_Subj_12_part_107,train,ok,30
train_asd_Subj_12_part_108,train,ok,30
train_asd_Subj_12_part_109,train,ok,30
train_asd_Subj_12_part_11,train,ok,30
train_asd_Subj_12_part_110,train,ok,30
train_asd_Subj_12_part_111,train,ok,30
train_asd_Subj_12_part_112,train,ok,30
train_asd_Subj_12_part_113,train,ok,30
train_asd_Subj_12_part_114,train,ok,30
train_asd_Subj_12_part_115,train,ok,30
train_asd_Subj_12_part_116,train,ok,30
train_asd_Subj_13_part_1,train,ok,30
train_asd_Subj_13_part_10,train,ok,30
train_asd_Subj_13_part_100,train,ok,30
train_asd_Subj_13_part_101,train,ok,30
train_asd_Subj_13_part_102,train,ok,30
train_asd_Subj_13_part_103,train,ok,30
train_asd_Subj_13_part_104,train,ok,30
train_asd_Subj_13_part_105,train,ok,30
train_asd_Subj_13_part_106,train,ok,30
train_asd_Subj_13_part_107,train,ok,30
train_asd_Subj_13_part_108,train,ok,30
train_asd_Subj_13_part_109,train,ok,30
train_asd_Subj_13_part_11,train,ok,30
train_asd_Subj_13_part_110,train,ok,30
train_asd_Subj_13_part_111,train,ok,30
train_asd_Subj_13_part_112,train,ok,30
train_asd_Subj_13_part_113,train,ok,30
train_asd_Subj_13_part_114,train,ok,30
train_asd_Subj_13_part_115,train,ok,30
train_asd_Subj_13_part_116,train,ok,30
train_asd_Subj_14_part_1,train,ok,30
train_asd_Subj_14_part_10,train,ok,30
train_asd_Subj_14_part_100,train,ok,30
train_asd_Subj_14_part_101,train,ok,30
train_asd_Subj_14_part_102,train,ok,30
train_asd_Subj_14_part_103,train,ok,30
train_asd_Subj_14_part_104,train,ok,30
train_asd_Subj_14_part_105,train,ok,30
train_asd_Subj_14_part_106,train,ok,30
train_asd_Subj_14_part_107,train,ok,30
train_asd_Subj_14_part_108,train,ok,30
train_asd_Subj_14_part_109,train,ok,30
train_asd_Subj_14_part_11,train,ok,30
train_asd_Subj_14_part_110,train,ok,30
train_asd_Subj_14_part_111,train,ok,30
train_asd_Subj_14_part_112,train,ok,30
train_asd_Subj_14_part_113,train,ok,30
train_asd_Subj_14_part_114,train,ok,30
train_asd_Subj_14_part_115,train,ok,30
train_asd_Subj_14_part_116,train,ok,30
train_asd_Subj_15_part_1,train,ok,30
train_asd_Subj_15_part_10,train,ok,30
train_asd_Subj_15_part_100,train,ok,30
train_asd_Subj_15_part_101,train,ok,30
train_asd_Subj_15_part_102,train,ok,30
train_asd_Subj_15_part_103,train,ok,30
train_asd_Subj_15_part_104,train,ok,30
train_asd_Subj_15_part_105,train,ok,30
train_asd_Subj_15_part_106,train,ok,30
train_asd_Subj_15_part_107,train,ok,30
train_asd_Subj_15_part_108,train,ok,30
train_asd_Subj_15_part_109,train,ok,30
train_asd_Subj_15_part_11,train,ok,30
train_asd_Subj_15_part_110,train,ok,30
train_asd_Subj_15_part_111,train,ok,30
train_asd_Subj_15_part_112,train,ok,30
train_asd_Subj_15_part_113,train,ok,30
train_asd_Subj_15_part_114,train,ok,30
train_asd_Subj_15_part_115,train,ok,30
train_asd_Subj_15_part_116,train,ok,30
train_asd_Subj_16_part_1,train,ok,30
train_asd_Subj_16_part_10,train,ok,30
train_asd_Subj_16_part_100,train,ok,30
train_asd_Subj_16_part_101,train,ok,30
train_asd_Subj_16_part_102,train,ok,30
train_asd_Subj_16_part_103,train,ok,30
train_asd_Subj_16_part_104,train,ok,30
train_asd_Subj_16_part_105,train,ok,30
train_asd_Subj_16_part_106,train,ok,30
train_asd_Subj_16_part_107,train,ok,30
train_asd_Subj_16_part_108,train,ok,30
train_asd_Subj_16_part_109,train,ok,30
train_asd_Subj_16_part_11,train,ok,30
train_asd_Subj_16_part_110,train,ok,30
train_asd_Subj_16_part_111,train,ok,30
train_asd_Subj_16_part_112,train,ok,30
train_asd_Subj_16_part_113,train,ok,30
train_asd_Subj_16_part_114,train,ok,30
train_asd_Subj_16_part_115,train,ok,30
train_asd_Subj_16_part_116,train,ok,30
train_asd_Subj_17_part_1,train,ok,30
train_asd_Subj_17_part_10,train,ok,30
train_asd_Subj_17_part_100,train,ok,30
train_asd_Subj_17_part_101,train,ok,30
train_asd_Subj_17_part_102,train,ok,30
train_asd_Subj_17_part_103,train,ok,30
train_asd_Subj_17_part_104,train,ok,30
train_asd_Subj_17_part_105,train,ok,30
train_asd_Subj_17_part_106,train,ok,30
train_asd_Subj_17_part_107,train,ok,30
train_asd_Subj_17_part_108,train,ok,30
train_asd_Subj_17_part_109,train,ok,30
train_asd_Subj_17_part_11,train,ok,30
train_asd_Subj_17_part_110,train,ok,30
train_asd_Subj_17_part_111,train,ok,30
train_asd_Subj_17_part_112,train,ok,30
train_asd_Subj_17_part_113,train,ok,30
train_asd_Subj_17_part_114,train,ok,30
train_asd_Subj_17_part_115,train,ok,30
train_asd_Subj_17_part_116,train,ok,30
train_asd_Subj_18_part_1,train,ok,30
train_asd_Subj_18_part_10,train,ok,30
train_asd_Subj_18_part_100,train,ok,30
train_asd_Subj_18_part_101,train,ok,30
train_asd_Subj_18_part_102,train,ok,30
train_asd_Subj_18_part_103,train,ok,30
train_asd_Subj_18_part_104,train,ok,30
train_asd_Subj_18_part_105,train,ok,30
train_asd_Subj_18_part_106,train,ok,30
train_asd_Subj_18_part_107,train,ok,30
train_asd_Subj_18_part_108,train,ok,30
train_asd_Subj_18_part_109,train,ok,30
train_asd_Subj_18_part_11,train,ok,30
train_asd_Subj_18_part_110,train,ok,30
train_asd_Subj_18_part_111,train,ok,30
train_asd_Subj_18_part_112,train,ok,30
train_asd_Subj_18_part_113,train,ok,30
train_asd_Subj_18_part_114,train,ok,30
train_asd_Subj_18_part_115,train,ok,30
train_asd_Subj_18_part_116,train,ok,30
train_asd_Subj_19_part_1,train,ok,30
train_asd_Subj_19_part_10,train,ok,30
train_asd_Subj_19_part_100,train,ok,30
train_asd_Subj_19_part_101,train,ok,30
train_asd_Subj_19_part_102,train,ok,30
train_asd_Subj_19_part_103,train,ok,30
train_asd_Subj_19_part_104,train,ok,30
train_asd_Subj_19_part_105,train,ok,30
train_asd_Subj_19_part_106,train,ok,30
train_asd_Subj_19_part_107,train,ok,30
train_asd_Subj_19_part_108,train,ok,30
train_asd_Subj_19_part_109,train,ok,30
train_asd_Subj_19_part_11,train,ok,30
train_asd_Subj_19_part_110,train,ok,30
train_asd_Subj_19_part_111,train,ok,30
train_asd_Subj_19_part_112,train,ok,30
train_asd_Subj_19_part_113,train,ok,30
train_asd_Subj_19_part_114,train,ok,30
train_asd_Subj_19_part_115,train,ok,30
train_asd_Subj_19_part_116,train,ok,30
train_asd_Subj_2_part_1,train,ok,30
train_asd_Subj_2_part_10,train,ok,30
train_asd_Subj_2_part_100,train,ok,30
train_asd_Subj_2_part_101,train,ok,30
train_asd_Subj_2_part_102,train,ok,30
train_asd_Subj_2_part_103,train,ok,30
train_asd_Subj_2_part_104,train,ok,30
train_asd_Subj_2_part_105,train,ok,30
train_asd_Subj_2_part_106,train,ok,30
train_asd_Subj_2_part_107,train,ok,30
train_asd_Subj_2_part_108,train,ok,30
train_asd_Subj_2_part_109,train,ok,30
train_asd_Subj_2_part_110,train,ok,30
train_asd_Subj_2_part_111,train,ok,30
train_asd_Subj_2_part_112,train,ok,30
train_asd_Subj_2_part_113,train,ok,30
train_asd_Subj_2_part_114,train,ok,30
train_asd_Subj_2_part_115,train,ok,30
train_asd_Subj_2_part_116,train,ok,30
train_asd_Subj_2_part_117,train,ok,30
train_asd_Subj_20_part_1,train,ok,30
train_asd_Subj_20_part_10,train,ok,30
train_asd_Subj_20_part_100,train,ok,30
train_asd_Subj_20_part_101,train,ok,30
train_asd_Subj_20_part_102,train,ok,30
train_asd_Subj_20_part_103,train,ok,30
train_asd_Subj_20_part_104,train,ok,30
train_asd_Subj_20_part_105,train,ok,30
train_asd_Subj_20_part_106,train,ok,30
train_asd_Subj_20_part_107,train,ok,30
train_asd_Subj_20_part_108,train,ok,30
train_asd_Subj_20_part_109,train,ok,30
train_asd_Subj_20_part_11,train,ok,30
train_asd_Subj_20_part_110,train,ok,30
train_asd_Subj_20_part_111,train,ok,30
train_asd_Subj_20_part_112,train,ok,30
train_asd_Subj_20_part_113,train,ok,30
train_asd_Subj_20_part_114,train,ok,30
train_asd_Subj_20_part_115,train,ok,30
train_asd_Subj_20_part_116,train,ok,30
train_asd_Subj_21_part_1,train,ok,30
train_asd_Subj_21_part_10,train,ok,30
train_asd_Subj_21_part_100,train,ok,30
train_asd_Subj_21_part_101,train,ok,30
train_asd_Subj_21_part_102,train,ok,30
train_asd_Subj_21_part_103,train,ok,30
train_asd_Subj_21_part_104,train,ok,30
train_asd_Subj_21_part_105,train,ok,30
train_asd_Subj_21_part_106,train,ok,30
train_asd_Subj_21_part_107,train,ok,30
train_asd_Subj_21_part_108,train,ok,30
train_asd_Subj_21_part_109,train,ok,30
train_asd_Subj_21_part_11,train,ok,30
train_asd_Subj_21_part_110,train,ok,30
train_asd_Subj_21_part_111,train,ok,30
train_asd_Subj_21_part_112,train,ok,30
train_asd_Subj_21_part_113,train,ok,30
train_asd_Subj_21_part_114,train,ok,30
train_asd_Subj_21_part_115,train,ok,30
train_asd_Subj_21_part_116,train,ok,30
train_asd_Subj_22_part_1,train,ok,30
train_asd_Subj_22_part_10,train,ok,30
train_asd_Subj_22_part_100,train,ok,30
train_asd_Subj_22_part_101,train,ok,30
train_asd_Subj_22_part_102,train,ok,30
train_asd_Subj_22_part_103,train,ok,30
train_asd_Subj_22_part_104,train,ok,30
train_asd_Subj_22_part_105,train,ok,30
train_asd_Subj_22_part_106,train,ok,30
train_asd_Subj_22_part_107,train,ok,30
train_asd_Subj_22_part_108,train,ok,30
train_asd_Subj_22_part_109,train,ok,30
train_asd_Subj_22_part_11,train,ok,30
train_asd_Subj_22_part_110,train,ok,30
train_asd_Subj_22_part_111,train,ok,30
train_asd_Subj_22_part_112,train,ok,30
train_asd_Subj_22_part_113,train,ok,30
train_asd_Subj_22_part_114,train,ok,30
train_asd_Subj_22_part_115,train,ok,30
train_asd_Subj_22_part_116,train,ok,30
train_asd_Subj_23_part_1,train,ok,30
train_asd_Subj_23_part_10,train,ok,30
train_asd_Subj_23_part_100,train,ok,30
train_asd_Subj_23_part_101,train,ok,30
train_asd_Subj_23_part_102,train,ok,30
train_asd_Subj_23_part_103,train,ok,30
train_asd_Subj_23_part_104,train,ok,30
train_asd_Subj_23_part_105,train,ok,30
train_asd_Subj_23_part_106,train,ok,30
train_asd_Subj_23_part_107,train,ok,30
train_asd_Subj_23_part_108,train,ok,30
train_asd_Subj_23_part_109,train,ok,30
train_asd_Subj_23_part_11,train,ok,30
train_asd_Subj_23_part_110,train,ok,30
train_asd_Subj_23_part_111,train,ok,30
train_asd_Subj_23_part_112,train,ok,30
train_asd_Subj_23_part_113,train,ok,30
train_asd_Subj_23_part_114,train,ok,30
train_asd_Subj_23_part_115,train,ok,30
train_asd_Subj_23_part_116,train,ok,30
train_asd_Subj_24_part_1,train,ok,30
train_asd_Subj_24_part_10,train,ok,30
train_asd_Subj_24_part_100,train,ok,30
train_asd_Subj_24_part_101,train,ok,30
train_asd_Subj_24_part_102,train,ok,30
train_asd_Subj_24_part_103,train,ok,30
train_asd_Subj_24_part_104,train,ok,30
train_asd_Subj_24_part_105,train,ok,30
train_asd_Subj_24_part_106,train,ok,30
train_asd_Subj_24_part_107,train,ok,30
train_asd_Subj_24_part_108,train,ok,30
train_asd_Subj_24_part_109,train,ok,30
train_asd_Subj_24_part_11,train,ok,30
train_asd_Subj_24_part_110,train,ok,30
train_asd_Subj_24_part_111,train,ok,30
train_asd_Subj_24_part_112,train,ok,30
train_asd_Subj_24_part_113,train,ok,30
train_asd_Subj_24_part_114,train,ok,30
train_asd_Subj_24_part_115,train,ok,30
train_asd_Subj_24_part_116,train,ok,30
train_asd_Subj_25_part_1,train,ok,30
train_asd_Subj_25_part_10,train,ok,30
train_asd_Subj_25_part_100,train,ok,30
train_asd_Subj_25_part_101,train,ok,30
train_asd_Subj_25_part_102,train,ok,30
train_asd_Subj_25_part_103,train,ok,30
train_asd_Subj_25_part_104,train,ok,30
train_asd_Subj_25_part_105,train,ok,30
train_asd_Subj_25_part_106,train,ok,30
train_asd_Subj_25_part_107,train,ok,30
train_asd_Subj_25_part_108,train,ok,30
train_asd_Subj_25_part_109,train,ok,30
train_asd_Subj_25_part_11,train,ok,30
train_asd_Subj_25_part_110,train,ok,30
train_asd_Subj_25_part_111,train,ok,30
train_asd_Subj_25_part_112,train,ok,30
train_asd_Subj_25_part_113,train,ok,30
train_asd_Subj_25_part_114,train,ok,30
train_asd_Subj_25_part_115,train,ok,30
train_asd_Subj_25_part_116,train,ok,30
train_asd_Subj_26_part_1,train,ok,30
train_asd_Subj_26_part_10,train,ok,30
train_asd_Subj_26_part_100,train,ok,30
train_asd_Subj_26_part_101,train,ok,30
train_asd_Subj_26_part_102,train,ok,30
train_asd_Subj_26_part_103,train,ok,30
train_asd_Subj_26_part_104,train,ok,30
train_asd_Subj_26_part_105,train,ok,30
train_asd_Subj_26_part_106,train,ok,30
train_asd_Subj_26_part_107,train,ok,30
train_asd_Subj_26_part_108,train,ok,30
train_asd_Subj_26_part_109,train,ok,30
train_asd_Subj_26_part_11,train,ok,30
train_asd_Subj_26_part_110,train,ok,30
train_asd_Subj_26_part_111,train,ok,30
train_asd_Subj_26_part_112,train,ok,30
train_asd_Subj_26_part_113,train,ok,30
train_asd_Subj_26_part_114,train,ok,30
train_asd_Subj_26_part_115,train,ok,30
train_asd_Subj_26_part_116,train,ok,30
train_asd_Subj_27_part_1,train,ok,30
train_asd_Subj_27_part_10,train,ok,30
train_asd_Subj_27_part_100,train,ok,30
train_asd_Subj_27_part_101,train,ok,30
train_asd_Subj_27_part_102,train,ok,30
train_asd_Subj_27_part_103,train,ok,30
train_asd_Subj_27_part_104,train,ok,30
train_asd_Subj_27_part_105,train,ok,30
train_asd_Subj_27_part_106,train,ok,30
train_asd_Subj_27_part_107,train,ok,30
train_asd_Subj_27_part_108,train,ok,30
train_asd_Subj_27_part_109,train,ok,30
train_asd_Subj_27_part_11,train,ok,30
train_asd_Subj_27_part_110,train,ok,30
train_asd_Subj_27_part_111,train,ok,30
train_asd_Subj_27_part_112,train,ok,30
train_asd_Subj_27_part_113,train,ok,30
train_asd_Subj_27_part_114,train,ok,30
train_asd_Subj_27_part_115,train,ok,30
train_asd_Subj_27_part_116,train,ok,30
train_asd_Subj_28_part_1,train,ok,30
train_asd_Subj_28_part_10,train,ok,30
train_asd_Subj_28_part_100,train,ok,30
train_asd_Subj_28_part_101,train,ok,30
train_asd_Subj_28_part_102,train,ok,30
train_asd_Subj_28_part_103,train,ok,30
train_asd_Subj_28_part_104,train,ok,30
train_asd_Subj_28_part_105,train,ok,30
train_asd_Subj_28_part_106,train,ok,30
train_asd_Subj_28_part_107,train,ok,30
train_asd_Subj_28_part_108,train,ok,30
train_asd_Subj_28_part_109,train,ok,30
train_asd_Subj_28_part_11,train,ok,30
train_asd_Subj_28_part_110,train,ok,30
train_asd_Subj_28_part_111,train,ok,30
train_asd_Subj_28_part_112,train,ok,30
train_asd_Subj_28_part_113,train,ok,30
train_asd_Subj_28_part_114,train,ok,30
train_asd_Subj_28_part_115,train,ok,30
train_asd_Subj_28_part_116,train,ok,30
train_asd_Subj_29_part_1,train,ok,30
train_asd_Subj_29_part_10,train,ok,30
train_asd_Subj_29_part_100,train,ok,30
train_asd_Subj_29_part_101,train,ok,30
train_asd_Subj_29_part_102,train,ok,30
train_asd_Subj_29_part_103,train,ok,30
train_asd_Subj_29_part_104,train,ok,30
train_asd_Subj_29_part_105,train,ok,30
train_asd_Subj_29_part_106,train,ok,30
train_asd_Subj_29_part_107,train,ok,30
train_asd_Subj_29_part_108,train,ok,30
train_asd_Subj_29_part_109,train,ok,30
train_asd_Subj_29_part_11,train,ok,30
train_asd_Subj_29_part_110,train,ok,30
train_asd_Subj_29_part_111,train,ok,30
train_asd_Subj_29_part_112,train,ok,30
train_asd_Subj_29_part_113,train,ok,30
train_asd_Subj_29_part_114,train,ok,30
train_asd_Subj_29_part_115,train,ok,30
train_asd_Subj_29_part_116,train,ok,30
train_asd_Subj_3_part_1,train,ok,30
train_asd_Subj_3_part_10,train,ok,30
train_asd_Subj_3_part_100,train,ok,30
train_asd_Subj_3_part_101,train,ok,30
train_asd_Subj_3_part_102,train,ok,30
train_asd_Subj_3_part_103,train,ok,30
train_asd_Subj_3_part_104,train,ok,30
train_asd_Subj_3_part_105,train,ok,30
train_asd_Subj_3_part_106,train,ok,30
train_asd_Subj_3_part_107,train,ok,30
train_asd_Subj_3_part_108,train,ok,30
train_asd_Subj_3_part_109,train,ok,30
train_asd_Subj_3_part_11,train,ok,30
train_asd_Subj_3_part_110,train,ok,30
train_asd_Subj_3_part_111,train,ok,30
train_asd_Subj_3_part_112,train,ok,30
train_asd_Subj_3_part_113,train,ok,30
train_asd_Subj_3_part_114,train,ok,30
train_asd_Subj_3_part_115,train,ok,30
train_asd_Subj_3_part_116,train,ok,30
train_asd_Subj_30_part_1,train,ok,30
train_asd_Subj_30_part_10,train,ok,30
train_asd_Subj_30_part_100,train,ok,30
train_asd_Subj_30_part_101,train,ok,30
train_asd_Subj_30_part_102,train,ok,30
train_asd_Subj_30_part_103,train,ok,30
train_asd_Subj_30_part_104,train,ok,30
train_asd_Subj_30_part_105,train,ok,30
train_asd_Subj_30_part_106,train,ok,30
train_asd_Subj_30_part_107,train,ok,30
train_asd_Subj_30_part_108,train,ok,30
train_asd_Subj_30_part_109,train,ok,30
train_asd_Subj_30_part_11,train,ok,30
train_asd_Subj_30_part_110,train,ok,30
train_asd_Subj_30_part_111,train,ok,30
train_asd_Subj_30_part_112,train,ok,30
train_asd_Subj_30_part_113,train,ok,30
train_asd_Subj_30_part_114,train,ok,30
train_asd_Subj_30_part_115,train,ok,30
train_asd_Subj_30_part_116,train,ok,30
train_asd_Subj_31_part_1,train,ok,30
train_asd_Subj_31_part_10,train,ok,30
train_asd_Subj_31_part_100,train,ok,30
train_asd_Subj_31_part_101,train,ok,30
train_asd_Subj_31_part_102,train,ok,30
train_asd_Subj_31_part_103,train,ok,30
train_asd_Subj_31_part_104,train,ok,30
train_asd_Subj_31_part_105,train,ok,30
train_asd_Subj_31_part_106,train,ok,30
train_asd_Subj_31_part_107,train,ok,30
train_asd_Subj_31_part_108,train,ok,30
train_asd_Subj_31_part_109,train,ok,30
train_asd_Subj_31_part_11,train,ok,30
train_asd_Subj_31_part_110,train,ok,30
train_asd_Subj_31_part_111,train,ok,30
train_asd_Subj_31_part_112,train,ok,30
train_asd_Subj_31_part_113,train,ok,30
train_asd_Subj_31_part_114,train,ok,30
train_asd_Subj_31_part_115,train,ok,30
train_asd_Subj_31_part_116,train,ok,30
train_asd_Subj_32_part_1,train,ok,30
train_asd_Subj_32_part_10,train,ok,30
train_asd_Subj_32_part_100,train,ok,30
train_asd_Subj_32_part_101,train,ok,30
train_asd_Subj_32_part_102,train,ok,30
train_asd_Subj_32_part_103,train,ok,30
train_asd_Subj_32_part_104,train,ok,30
train_asd_Subj_32_part_105,train,ok,30
train_asd_Subj_32_part_106,train,ok,30
train_asd_Subj_32_part_107,train,ok,30
train_asd_Subj_32_part_108,train,ok,30
train_asd_Subj_32_part_109,train,ok,30
train_asd_Subj_32_part_11,train,ok,30
train_asd_Subj_32_part_110,train,ok,30
train_asd_Subj_32_part_111,train,ok,30
train_asd_Subj_32_part_112,train,ok,30
train_asd_Subj_32_part_113,train,ok,30
train_asd_Subj_32_part_114,train,ok,30
train_asd_Subj_32_part_115,train,ok,30
train_asd_Subj_32_part_116,train,ok,30
train_asd_Subj_33_part_1,train,ok,30
train_asd_Subj_33_part_10,train,ok,30
train_asd_Subj_33_part_100,train,ok,30
train_asd_Subj_33_part_101,train,ok,30
train_asd_Subj_33_part_102,train,ok,30
train_asd_Subj_33_part_103,train,ok,30
train_asd_Subj_33_part_104,train,ok,30
train_asd_Subj_33_part_105,train,ok,30
train_asd_Subj_33_part_106,train,ok,30
train_asd_Subj_33_part_107,train,ok,30
train_asd_Subj_33_part_108,train,ok,30
train_asd_Subj_33_part_109,train,ok,30
train_asd_Subj_33_part_11,train,ok,30
train_asd_Subj_33_part_110,train,ok,30
train_asd_Subj_33_part_111,train,ok,30
train_asd_Subj_33_part_112,train,ok,30
train_asd_Subj_33_part_113,train,ok,30
train_asd_Subj_33_part_114,train,ok,30
train_asd_Subj_33_part_115,train,ok,30
train_asd_Subj_33_part_116,train,ok,30
train_asd_Subj_34_part_1,train,ok,30
train_asd_Subj_34_part_10,train,ok,30
train_asd_Subj_34_part_100,train,ok,30
train_asd_Subj_34_part_101,train,ok,30
train_asd_Subj_34_part_102,train,ok,30
train_asd_Subj_34_part_103,train,ok,30
train_asd_Subj_34_part_104,train,ok,30
train_asd_Subj_34_part_105,train,ok,30
train_asd_Subj_34_part_106,train,ok,30
train_asd_Subj_34_part_107,train,ok,30
train_asd_Subj_34_part_108,train,ok,30
train_asd_Subj_34_part_109,train,ok,30
train_asd_Subj_34_part_11,train,ok,30
train_asd_Subj_34_part_110,train,ok,30
train_asd_Subj_34_part_111,train,ok,30
train_asd_Subj_34_part_112,train,ok,30
train_asd_Subj_34_part_113,train,ok,30
train_asd_Subj_34_part_114,train,ok,30
train_asd_Subj_34_part_115,train,ok,30
train_asd_Subj_34_part_116,train,ok,30
train_asd_Subj_35_part_1,train,ok,30
train_asd_Subj_35_part_10,train,ok,30
train_asd_Subj_35_part_100,train,ok,30
train_asd_Subj_35_part_101,train,ok,30
train_asd_Subj_35_part_102,train,ok,30
train_asd_Subj_35_part_103,train,ok,30
train_asd_Subj_35_part_104,train,ok,30
train_asd_Subj_35_part_105,train,ok,30
train_asd_Subj_35_part_106,train,ok,30
train_asd_Subj_35_part_107,train,ok,30
train_asd_Subj_35_part_108,train,ok,30
train_asd_Subj_35_part_109,train,ok,30
train_asd_Subj_35_part_11,train,ok,30
train_asd_Subj_35_part_110,train,ok,30
train_asd_Subj_35_part_111,train,ok,30
train_asd_Subj_35_part_112,train,ok,30
train_asd_Subj_35_part_113,train,ok,30
train_asd_Subj_35_part_114,train,ok,30
train_asd_Subj_35_part_115,train,ok,30
train_asd_Subj_35_part_116,train,ok,30
train_asd_Subj_36_part_1,train,ok,30
train_asd_Subj_36_part_10,train,ok,30
train_asd_Subj_36_part_100,train,ok,30
train_asd_Subj_36_part_101,train,ok,30
train_asd_Subj_36_part_102,train,ok,30
train_asd_Subj_36_part_103,train,ok,30
train_asd_Subj_36_part_104,train,ok,30
train_asd_Subj_36_part_105,train,ok,30
train_asd_Subj_36_part_106,train,ok,30
train_asd_Subj_36_part_107,train,ok,30
train_asd_Subj_36_part_108,train,ok,30
train_asd_Subj_36_part_109,train,ok,30
train_asd_Subj_36_part_11,train,ok,30
train_asd_Subj_36_part_110,train,ok,30
train_asd_Subj_36_part_111,train,ok,30
train_asd_Subj_36_part_112,train,ok,30
train_asd_Subj_36_part_113,train,ok,30
train_asd_Subj_36_part_114,train,ok,30
train_asd_Subj_36_part_115,train,ok,30
train_asd_Subj_36_part_116,train,ok,30
train_asd_Subj_37_part_1,train,ok,30
train_asd_Subj_37_part_10,train,ok,30
train_asd_Subj_37_part_100,train,ok,30
train_asd_Subj_37_part_101,train,ok,30
train_asd_Subj_37_part_102,train,ok,30
train_asd_Subj_37_part_103,train,ok,30
train_asd_Subj_37_part_104,train,ok,30
train_asd_Subj_37_part_105,train,ok,30
train_asd_Subj_37_part_106,train,ok,30
train_asd_Subj_37_part_107,train,ok,30
train_asd_Subj_37_part_108,train,ok,30
train_asd_Subj_37_part_109,train,ok,30
train_asd_Subj_37_part_11,train,ok,30
train_asd_Subj_37_part_110,train,ok,30
train_asd_Subj_37_part_111,train,ok,30
train_asd_Subj_37_part_112,train,ok,30
train_asd_Subj_37_part_113,train,ok,30
train_asd_Subj_37_part_114,train,ok,30
train_asd_Subj_37_part_115,train,ok,30
train_asd_Subj_37_part_116,train,ok,30
train_asd_Subj_38_part_1,train,ok,30
train_asd_Subj_38_part_10,train,ok,30
train_asd_Subj_38_part_100,train,ok,30
train_asd_Subj_38_part_101,train,ok,30
train_asd_Subj_38_part_102,train,ok,30
train_asd_Subj_38_part_103,train,ok,30
train_asd_Subj_38_part_104,train,ok,30
train_asd_Subj_38_part_105,train,ok,30
train_asd_Subj_38_part_106,train,ok,30
train_asd_Subj_38_part_107,train,ok,30
train_asd_Subj_38_part_108,train,ok,30
train_asd_Subj_38_part_109,train,ok,30
train_asd_Subj_38_part_11,train,ok,30
train_asd_Subj_38_part_110,train,ok,30
train_asd_Subj_38_part_111,train,ok,30
